id,message,Communication,Electricity,Food,Infrastructure,Medical,Not Related,Rescue,Sanitation & Hygiene,Shelter,Transportation,Water
47909,"Floodwaters rising, we need evacuation now! Phone networks down, no way to call for help! Floodwaters contaminated our water supply, need purification!",1,0,0,0,0,0,1,0,0,0,1
47910,"Helicopter rescue required, no way to escape! Hygiene kits needed to prevent disease spread! No place to stay, sleeping outside in the cold! Lost contact with loved ones, any updates?",1,0,0,0,0,0,1,1,1,0,0
47913,"We have no food left, please send supplies! No toilets, sanitation crisis happening! Helicopter rescue required, no way to escape! Urgent: Clean water required for survival!",0,0,1,0,0,0,1,1,0,0,1
47917,"Water supply cut off, no drinking water available! No soap or clean water, people getting sick! Roads blocked, can't transport food and aid! Internet failure, can't reach authorities!",1,0,0,0,0,0,0,1,0,1,1
47918,"Floodwaters contaminated our water supply, need purification! Need satellite phones for coordination! Hospitals need power backup immediately!",1,1,0,0,0,0,0,0,0,0,1
47919,"We need canned food, baby formula, and clean drinking water! Power lines down, no electricity in the area! No radio signals, emergency response affected!",1,1,1,0,0,0,0,0,0,0,0
47921,"Families are starving, emergency food needed! Airport shut down, supplies not reaching us! No radio signals, emergency response affected!",1,0,1,0,0,0,0,0,0,1,0
47923,"No way to evacuate, transport needed urgently! Sewage leaking, risk of outbreak! Lost contact with loved ones, any updates?",1,0,0,0,0,0,0,1,0,1,0
47925,"Lost contact with loved ones, any updates? Bridge collapsed, need alternative routes! A building collapsed, people are inside! People with chronic illnesses need immediate medication!",1,0,0,0,1,0,1,0,0,1,0
47927,"Food distribution center is empty, need immediate assistance! No place to stay, sleeping outside in the cold! No radio signals, emergency response affected! Buildings unstable, engineers needed for inspection!",1,0,1,1,0,0,0,0,1,0,0
47928,"Generators running out of fuel, shelters in darkness! Buildings unstable, engineers needed for inspection! Urgent need for antibiotics and painkillers!",0,1,0,1,1,0,0,0,0,0,0
47930,"Urgent: Clean water required for survival! Ambulance stuck, need assistance clearing roads! No doctors or first aid available, please help!",0,0,0,0,1,0,0,0,0,1,1
47932,"Hygiene kits needed to prevent disease spread! We need tents and blankets, it's freezing! Generators running out of fuel, shelters in darkness! People with chronic illnesses need immediate medication!",0,1,0,0,1,0,0,1,1,0,0
47933,"Airport shut down, supplies not reaching us! No radio signals, emergency response affected! Power lines down, no electricity in the area! Families are starving, emergency food needed!",1,1,1,0,0,0,0,0,0,1,0
47934,"Hospitals need power backup immediately! People are trapped, rescue teams needed! Phone networks down, no way to call for help! Hunger crisis here, send food packages urgently!",1,1,1,0,0,0,1,0,0,0,0
47936,"Urgent need for antibiotics and painkillers! No radio signals, emergency response affected! Water pipelines broken, supply disrupted!",1,0,0,1,1,0,0,0,0,0,0
47937,"Floodwaters contaminated our water supply, need purification! Evacuation centers are full, more shelter required! No way to evacuate, transport needed urgently! Hygiene kits needed to prevent disease spread!",0,0,0,0,0,0,0,1,1,1,1
47938,"Roads destroyed, blocking aid transport! Lost contact with loved ones, any updates? People with chronic illnesses need immediate medication!",1,0,0,1,1,0,0,0,0,0,0
47941,"Roads destroyed, blocking aid transport! No power for days, need electricity restoration! Hygiene kits needed to prevent disease spread! We need tents and blankets, it's freezing!",0,1,0,1,0,0,0,1,1,0,0
47942,"Elderly and disabled stuck, urgent rescue help required! Phone networks down, no way to call for help! Families are starving, emergency food needed!",1,0,1,0,0,0,1,0,0,0,0
47946,"Elderly and disabled stuck, urgent rescue help required! Families are starving, emergency food needed! Water supply cut off, no drinking water available!",0,0,1,0,0,0,1,0,0,0,1
47948,"Emergency responders can't charge equipment, need electricity! A building collapsed, people are inside! We need tents and blankets, it's freezing!",0,1,0,0,0,0,1,0,1,0,0
47949,"Emergency responders can't charge equipment, need electricity! Hygiene kits needed to prevent disease spread! Phone networks down, no way to call for help! No place to stay, sleeping outside in the cold!",1,1,0,0,0,0,0,1,1,0,0
47951,"Food distribution center is empty, need immediate assistance! Ambulance stuck, need assistance clearing roads! No doctors or first aid available, please help!",0,0,1,0,1,0,0,0,0,1,0
47954,"Bridge collapsed, need alternative routes! Urgent: Clean water required for survival! Our house was destroyed, need shelter urgently!",0,0,0,0,0,0,0,0,1,1,1
47955,"Phone networks down, no way to call for help! Hunger crisis here, send food packages urgently! We need tents and blankets, it's freezing!",1,0,1,0,0,0,0,0,1,0,0
47958,"Water pipelines broken, supply disrupted! A building collapsed, people are inside! Urgent need for antibiotics and painkillers!",0,0,0,1,1,0,1,0,0,0,0
47960,"Families with children need safe shelters! Hygiene kits needed to prevent disease spread! Power lines down, no electricity in the area!",0,1,0,0,0,0,0,1,1,0,0
47964,"We need bottled water and filtration kits! Emergency responders can't charge equipment, need electricity! No toilets, sanitation crisis happening!",0,1,0,0,0,0,0,1,0,0,1
47966,"Water pipelines broken, supply disrupted! Internet failure, can't reach authorities! Families with children need safe shelters! We have no food left, please send supplies!",1,0,1,1,0,0,0,0,1,0,0
47967,"Phone networks down, no way to call for help! Families with children need safe shelters! No soap or clean water, people getting sick!",1,0,0,0,0,0,0,1,1,0,0
47968,"We need canned food, baby formula, and clean drinking water! Airport shut down, supplies not reaching us! Hygiene kits needed to prevent disease spread! Internet failure, can't reach authorities!",1,0,1,0,0,0,0,1,0,1,0
47973,"Medical aid needed, many are injured! No radio signals, emergency response affected! Bridge collapsed, need alternative routes!",1,0,0,0,1,0,0,0,0,1,0
47975,"A building collapsed, people are inside! Urgent need for antibiotics and painkillers! Hygiene kits needed to prevent disease spread!",0,0,0,0,1,0,1,1,0,0,0
47977,"Airport shut down, supplies not reaching us! Hygiene kits needed to prevent disease spread! No power for days, need electricity restoration!",0,1,0,0,0,0,0,1,0,1,0
47979,"Floodwaters contaminated our water supply, need purification! Public buildings damaged, unsafe for use! Need satellite phones for coordination!",1,0,0,1,0,0,0,0,0,0,1
47980,"Lost contact with loved ones, any updates? Sewage leaking, risk of outbreak! Hospital overcrowded, need more medical staff! People are trapped, rescue teams needed!",1,0,0,0,1,0,1,1,0,0,0
47982,"Medical aid needed, many are injured! Hygiene kits needed to prevent disease spread! Floodwaters contaminated our water supply, need purification! Lost contact with loved ones, any updates?",1,0,0,0,1,0,0,1,0,0,1
47985,"Water supply cut off, no drinking water available! No place to stay, sleeping outside in the cold! Elderly and disabled stuck, urgent rescue help required!",0,0,0,0,0,0,1,0,1,0,1
47988,"Medical aid needed, many are injured! No radio signals, emergency response affected! Buildings unstable, engineers needed for inspection!",1,0,0,1,1,0,0,0,0,0,0
47989,"Evacuation centers are full, more shelter required! Hospitals need power backup immediately! Floodwaters rising, we need evacuation now! Hygiene kits needed to prevent disease spread!",0,1,0,0,0,0,1,1,1,0,0
47992,"Sewage leaking, risk of outbreak! Ambulance stuck, need assistance clearing roads! We need bottled water and filtration kits!",0,0,0,0,0,0,0,1,0,1,1
47993,"Evacuation centers are full, more shelter required! Bridges collapsed, can't access affected areas! No soap or clean water, people getting sick!",0,0,0,1,0,0,0,1,1,0,0
47997,"Bridge collapsed, need alternative routes! Power lines down, no electricity in the area! We have no food left, please send supplies!",0,1,1,0,0,0,0,0,0,1,0
48000,"No doctors or first aid available, please help! Internet failure, can't reach authorities! Hygiene kits needed to prevent disease spread!",1,0,0,0,1,0,0,1,0,0,0
48006,"We need tents and blankets, it's freezing! Urgent need for antibiotics and painkillers! Hygiene kits needed to prevent disease spread! Public buildings damaged, unsafe for use!",0,0,0,1,1,0,0,1,1,0,0
48008,"Elderly and disabled stuck, urgent rescue help required! Hospital overcrowded, need more medical staff! Urgent: Clean water required for survival! Garbage piling up, need sanitation workers now!",0,0,0,0,1,0,1,1,0,0,1
48010,"We need tents and blankets, it's freezing! Bridge collapsed, need alternative routes! Urgent: Clean water required for survival! People are trapped, rescue teams needed!",0,0,0,0,0,0,1,0,1,1,1
48012,"Our house was destroyed, need shelter urgently! Ambulance stuck, need assistance clearing roads! Medical aid needed, many are injured!",0,0,0,0,1,0,0,0,1,1,0
48013,"Hospitals need power backup immediately! No soap or clean water, people getting sick! Bridge collapsed, need alternative routes!",0,1,0,0,0,0,0,1,0,1,0
48014,"Medical aid needed, many are injured! Food distribution center is empty, need immediate assistance! No place to stay, sleeping outside in the cold!",0,0,1,0,1,0,0,0,1,0,0
48015,"No radio signals, emergency response affected! Hygiene kits needed to prevent disease spread! Urgent: Clean water required for survival!",1,0,0,0,0,0,0,1,0,0,1
48016,"Phone networks down, no way to call for help! Sewage leaking, risk of outbreak! No place to stay, sleeping outside in the cold!",1,0,0,0,0,0,0,1,1,0,0
48019,"Elderly and disabled stuck, urgent rescue help required! Floodwaters contaminated our water supply, need purification! Hunger crisis here, send food packages urgently! Bridge collapsed, need alternative routes!",0,0,1,0,0,0,1,0,0,1,1
48021,"We have no food left, please send supplies! Urgent: Clean water required for survival! Generators running out of fuel, shelters in darkness!",0,1,1,0,0,0,0,0,0,0,1
48022,"Medical aid needed, many are injured! Need satellite phones for coordination! Floodwaters contaminated our water supply, need purification! Ambulance stuck, need assistance clearing roads!",1,0,0,0,1,0,0,0,0,1,1
48024,"Garbage piling up, need sanitation workers now! We need bottled water and filtration kits! No radio signals, emergency response affected!",1,0,0,0,0,0,0,1,0,0,1
48028,"We need canned food, baby formula, and clean drinking water! Families with children need safe shelters! Hospital overcrowded, need more medical staff! Hygiene kits needed to prevent disease spread!",0,0,1,0,1,0,0,1,1,0,0
48030,"Families are starving, emergency food needed! Urgent need for antibiotics and painkillers! Internet failure, can't reach authorities!",1,0,1,0,1,0,0,0,0,0,0
48033,"Families with children need safe shelters! Power lines down, no electricity in the area! We need canned food, baby formula, and clean drinking water! No way to evacuate, transport needed urgently!",0,1,1,0,0,0,0,0,1,1,0
48034,"Bridges collapsed, can't access affected areas! Airport shut down, supplies not reaching us! Hunger crisis here, send food packages urgently!",0,0,1,1,0,0,0,0,0,1,0
48036,"Families with children need safe shelters! No way to evacuate, transport needed urgently! We have no food left, please send supplies! Lost contact with loved ones, any updates?",1,0,1,0,0,0,0,0,1,1,0
48040,"Medical aid needed, many are injured! Evacuation centers are full, more shelter required! Lost contact with loved ones, any updates? Families are starving, emergency food needed!",1,0,1,0,1,0,0,0,1,0,0
48041,"Water pipelines broken, supply disrupted! Our house was destroyed, need shelter urgently! No doctors or first aid available, please help! Elderly and disabled stuck, urgent rescue help required!",0,0,0,1,1,0,1,0,1,0,0
48043,"People with chronic illnesses need immediate medication! Hospitals need power backup immediately! People are trapped, rescue teams needed!",0,1,0,0,1,0,1,0,0,0,0
48047,"Evacuation centers are full, more shelter required! Buildings unstable, engineers needed for inspection! Phone networks down, no way to call for help!",1,0,0,1,0,0,0,0,1,0,0
48048,"No radio signals, emergency response affected! Food distribution center is empty, need immediate assistance! Emergency responders can't charge equipment, need electricity!",1,1,1,0,0,0,0,0,0,0,0
48049,"No power for days, need electricity restoration! Lost contact with loved ones, any updates? Roads destroyed, blocking aid transport! People with chronic illnesses need immediate medication!",1,1,0,1,1,0,0,0,0,0,0
48050,"No soap or clean water, people getting sick! Our house was destroyed, need shelter urgently! Medical aid needed, many are injured!",0,0,0,0,1,0,0,1,1,0,0
48052,"Floodwaters contaminated our water supply, need purification! Bridges collapsed, can't access affected areas! Hunger crisis here, send food packages urgently! Medical aid needed, many are injured!",0,0,1,1,1,0,0,0,0,0,1
48053,"Phone networks down, no way to call for help! Roads blocked, can't transport food and aid! Helicopter rescue required, no way to escape!",1,0,0,0,0,0,1,0,0,1,0
48055,"No doctors or first aid available, please help! Urgent: Clean water required for survival! Water pipelines broken, supply disrupted! Families with children need safe shelters!",0,0,0,1,1,0,0,0,1,0,1
48058,"Internet failure, can't reach authorities! We need canned food, baby formula, and clean drinking water! Ambulance stuck, need assistance clearing roads!",1,0,1,0,0,0,0,0,0,1,0
48059,"A building collapsed, people are inside! Power lines down, no electricity in the area! Public buildings damaged, unsafe for use! We need canned food, baby formula, and clean drinking water!",0,1,1,1,0,0,1,0,0,0,0
48064,"Elderly and disabled stuck, urgent rescue help required! We need canned food, baby formula, and clean drinking water! Emergency responders can't charge equipment, need electricity!",0,1,1,0,0,0,1,0,0,0,0
48065,"Floodwaters rising, we need evacuation now! Emergency responders can't charge equipment, need electricity! People with chronic illnesses need immediate medication! Buildings unstable, engineers needed for inspection!",0,1,0,1,1,0,1,0,0,0,0
48067,"Emergency responders can't charge equipment, need electricity! Floodwaters contaminated our water supply, need purification! No soap or clean water, people getting sick!",0,1,0,0,0,0,0,1,0,0,1
48070,"No place to stay, sleeping outside in the cold! People with chronic illnesses need immediate medication! Buildings unstable, engineers needed for inspection!",0,0,0,1,1,0,0,0,1,0,0
48074,"Internet failure, can't reach authorities! No way to evacuate, transport needed urgently! Water pipelines broken, supply disrupted! We need tents and blankets, it's freezing!",1,0,0,1,0,0,0,0,1,1,0
48077,"Airport shut down, supplies not reaching us! Hunger crisis here, send food packages urgently! Generators running out of fuel, shelters in darkness! Helicopter rescue required, no way to escape!",0,1,1,0,0,0,1,0,0,1,0
48079,"Water pipelines broken, supply disrupted! Lost contact with loved ones, any updates? Families are starving, emergency food needed! Hygiene kits needed to prevent disease spread!",1,0,1,1,0,0,0,1,0,0,0
48081,"A building collapsed, people are inside! Buildings unstable, engineers needed for inspection! We need bottled water and filtration kits!",0,0,0,1,0,0,1,0,0,0,1
48086,"Running out of clean water, people are dehydrated! Elderly and disabled stuck, urgent rescue help required! Airport shut down, supplies not reaching us!",0,0,0,0,0,0,1,0,0,1,1
48088,"Need satellite phones for coordination! Bridge collapsed, need alternative routes! Food distribution center is empty, need immediate assistance!",1,0,1,0,0,0,0,0,0,1,0
48089,"Generators running out of fuel, shelters in darkness! Garbage piling up, need sanitation workers now! Elderly and disabled stuck, urgent rescue help required! Food distribution center is empty, need immediate assistance!",0,1,1,0,0,0,1,1,0,0,0
48090,"Hospital overcrowded, need more medical staff! Water pipelines broken, supply disrupted! Garbage piling up, need sanitation workers now!",0,0,0,1,1,0,0,1,0,0,0
48092,"Garbage piling up, need sanitation workers now! Lost contact with loved ones, any updates? We need tents and blankets, it's freezing!",1,0,0,0,0,0,0,1,1,0,0
48095,"Bridges collapsed, can't access affected areas! No soap or clean water, people getting sick! Families are starving, emergency food needed! Airport shut down, supplies not reaching us!",0,0,1,1,0,0,0,1,0,1,0
48096,"Generators running out of fuel, shelters in darkness! Food distribution center is empty, need immediate assistance! No soap or clean water, people getting sick!",0,1,1,0,0,0,0,1,0,0,0
48102,"Garbage piling up, need sanitation workers now! Power lines down, no electricity in the area! We need bottled water and filtration kits! Helicopter rescue required, no way to escape!",0,1,0,0,0,0,1,1,0,0,1
48104,"People with chronic illnesses need immediate medication! Urgent: Clean water required for survival! Roads destroyed, blocking aid transport! No soap or clean water, people getting sick!",0,0,0,1,1,0,0,1,0,0,1
48109,"Urgent need for antibiotics and painkillers! Hospitals need power backup immediately! Elderly and disabled stuck, urgent rescue help required! Garbage piling up, need sanitation workers now!",0,1,0,0,1,0,1,1,0,0,0
48110,"Emergency responders can't charge equipment, need electricity! Hygiene kits needed to prevent disease spread! Floodwaters rising, we need evacuation now!",0,1,0,0,0,0,1,1,0,0,0
48115,"Evacuation centers are full, more shelter required! Elderly and disabled stuck, urgent rescue help required! Water supply cut off, no drinking water available!",0,0,0,0,0,0,1,0,1,0,1
48116,"No way to evacuate, transport needed urgently! No doctors or first aid available, please help! No soap or clean water, people getting sick!",0,0,0,0,1,0,0,1,0,1,0
48118,"Airport shut down, supplies not reaching us! Families are starving, emergency food needed! Our house was destroyed, need shelter urgently!",0,0,1,0,0,0,0,0,1,1,0
48119,"Families with children need safe shelters! Need satellite phones for coordination! No doctors or first aid available, please help!",1,0,0,0,1,0,0,0,1,0,0
48121,"Evacuation centers are full, more shelter required! Families are starving, emergency food needed! People are trapped, rescue teams needed! Urgent: Clean water required for survival!",0,0,1,0,0,0,1,0,1,0,1
48123,"Generators running out of fuel, shelters in darkness! Elderly and disabled stuck, urgent rescue help required! Buildings unstable, engineers needed for inspection! Airport shut down, supplies not reaching us!",0,1,0,1,0,0,1,0,0,1,0
48125,"Internet failure, can't reach authorities! A building collapsed, people are inside! No doctors or first aid available, please help!",1,0,0,0,1,0,1,0,0,0,0
48132,"Airport shut down, supplies not reaching us! Elderly and disabled stuck, urgent rescue help required! Food distribution center is empty, need immediate assistance! Roads destroyed, blocking aid transport!",0,0,1,1,0,0,1,0,0,1,0
48133,"No soap or clean water, people getting sick! We need tents and blankets, it's freezing! Floodwaters rising, we need evacuation now! Water pipelines broken, supply disrupted!",0,0,0,1,0,0,1,1,1,0,0
48138,"Medical aid needed, many are injured! Ambulance stuck, need assistance clearing roads! Hunger crisis here, send food packages urgently!",0,0,1,0,1,0,0,0,0,1,0
48139,"Buildings unstable, engineers needed for inspection! Hospital overcrowded, need more medical staff! Urgent: Clean water required for survival!",0,0,0,1,1,0,0,0,0,0,1
48142,"Internet failure, can't reach authorities! Evacuation centers are full, more shelter required! Roads blocked, can't transport food and aid! Hospital overcrowded, need more medical staff!",1,0,0,0,1,0,0,0,1,1,0
48145,"Our house was destroyed, need shelter urgently! Running out of clean water, people are dehydrated! We need canned food, baby formula, and clean drinking water! Bridges collapsed, can't access affected areas!",0,0,1,1,0,0,0,0,1,0,1
48149,"Internet failure, can't reach authorities! We need bottled water and filtration kits! Power lines down, no electricity in the area! Garbage piling up, need sanitation workers now!",1,1,0,0,0,0,0,1,0,0,1
48151,"Lost contact with loved ones, any updates? Hospital overcrowded, need more medical staff! People are trapped, rescue teams needed! Our house was destroyed, need shelter urgently!",1,0,0,0,1,0,1,0,1,0,0
48152,"Internet failure, can't reach authorities! Evacuation centers are full, more shelter required! Hospitals need power backup immediately! No doctors or first aid available, please help!",1,1,0,0,1,0,0,0,1,0,0
48155,"We have no food left, please send supplies! No soap or clean water, people getting sick! Lost contact with loved ones, any updates?",1,0,1,0,0,0,0,1,0,0,0
48156,"Roads blocked, can't transport food and aid! Evacuation centers are full, more shelter required! Need satellite phones for coordination! We need bottled water and filtration kits!",1,0,0,0,0,0,0,0,1,1,1
48158,"A building collapsed, people are inside! Families are starving, emergency food needed! Garbage piling up, need sanitation workers now! Generators running out of fuel, shelters in darkness!",0,1,1,0,0,0,1,1,0,0,0
48160,"Our house was destroyed, need shelter urgently! Bridges collapsed, can't access affected areas! Roads blocked, can't transport food and aid! No soap or clean water, people getting sick!",0,0,0,1,0,0,0,1,1,1,0
48163,"Ambulance stuck, need assistance clearing roads! Hygiene kits needed to prevent disease spread! Evacuation centers are full, more shelter required!",0,0,0,0,0,0,0,1,1,1,0
48166,"We need bottled water and filtration kits! Hospitals need power backup immediately! People are trapped, rescue teams needed! Hygiene kits needed to prevent disease spread!",0,1,0,0,0,0,1,1,0,0,1
48167,"Garbage piling up, need sanitation workers now! No way to evacuate, transport needed urgently! Buildings unstable, engineers needed for inspection! A building collapsed, people are inside!",0,0,0,1,0,0,1,1,0,1,0
48169,"Medical aid needed, many are injured! Our house was destroyed, need shelter urgently! Hunger crisis here, send food packages urgently!",0,0,1,0,1,0,0,0,1,0,0
48172,"We need canned food, baby formula, and clean drinking water! Garbage piling up, need sanitation workers now! A building collapsed, people are inside!",0,0,1,0,0,0,1,1,0,0,0
48176,"Urgent need for antibiotics and painkillers! Power lines down, no electricity in the area! Families are starving, emergency food needed!",0,1,1,0,1,0,0,0,0,0,0
48180,"Water supply cut off, no drinking water available! Families with children need safe shelters! Water pipelines broken, supply disrupted!",0,0,0,1,0,0,0,0,1,0,1
48181,"No place to stay, sleeping outside in the cold! Lost contact with loved ones, any updates? Roads blocked, can't transport food and aid!",1,0,0,0,0,0,0,0,1,1,0
48183,"Emergency responders can't charge equipment, need electricity! Bridges collapsed, can't access affected areas! Helicopter rescue required, no way to escape! Food distribution center is empty, need immediate assistance!",0,1,1,1,0,0,1,0,0,0,0
48184,"Families with children need safe shelters! Lost contact with loved ones, any updates? Generators running out of fuel, shelters in darkness!",1,1,0,0,0,0,0,0,1,0,0
48186,"Generators running out of fuel, shelters in darkness! Medical aid needed, many are injured! Roads blocked, can't transport food and aid!",0,1,0,0,1,0,0,0,0,1,0
48187,"Emergency responders can't charge equipment, need electricity! Water pipelines broken, supply disrupted! Sewage leaking, risk of outbreak! A building collapsed, people are inside!",0,1,0,1,0,0,1,1,0,0,0
48188,"We need bottled water and filtration kits! Helicopter rescue required, no way to escape! Public buildings damaged, unsafe for use!",0,0,0,1,0,0,1,0,0,0,1
48192,"Floodwaters rising, we need evacuation now! People with chronic illnesses need immediate medication! No toilets, sanitation crisis happening! Evacuation centers are full, more shelter required!",0,0,0,0,1,0,1,1,1,0,0
48193,"We need tents and blankets, it's freezing! Floodwaters rising, we need evacuation now! No way to evacuate, transport needed urgently! Food distribution center is empty, need immediate assistance!",0,0,1,0,0,0,1,0,1,1,0
48194,"Ambulance stuck, need assistance clearing roads! People with chronic illnesses need immediate medication! No power for days, need electricity restoration! Sewage leaking, risk of outbreak!",0,1,0,0,1,0,0,1,0,1,0
48195,"No place to stay, sleeping outside in the cold! Hunger crisis here, send food packages urgently! No power for days, need electricity restoration! Ambulance stuck, need assistance clearing roads!",0,1,1,0,0,0,0,0,1,1,0
48197,"Hunger crisis here, send food packages urgently! Generators running out of fuel, shelters in darkness! Phone networks down, no way to call for help! Public buildings damaged, unsafe for use!",1,1,1,1,0,0,0,0,0,0,0
48198,"Hospitals need power backup immediately! Food distribution center is empty, need immediate assistance! Urgent need for antibiotics and painkillers! Sewage leaking, risk of outbreak!",0,1,1,0,1,0,0,1,0,0,0
48199,"Our house was destroyed, need shelter urgently! No toilets, sanitation crisis happening! Hospital overcrowded, need more medical staff! Families are starving, emergency food needed!",0,0,1,0,1,0,0,1,1,0,0
48200,"Floodwaters rising, we need evacuation now! Need satellite phones for coordination! Urgent: Clean water required for survival!",1,0,0,0,0,0,1,0,0,0,1
48204,"Power lines down, no electricity in the area! Phone networks down, no way to call for help! Bridge collapsed, need alternative routes!",1,1,0,0,0,0,0,0,0,1,0
48205,"Evacuation centers are full, more shelter required! We need bottled water and filtration kits! Airport shut down, supplies not reaching us!",0,0,0,0,0,0,0,0,1,1,1
48207,"No radio signals, emergency response affected! Evacuation centers are full, more shelter required! People are trapped, rescue teams needed! We need bottled water and filtration kits!",1,0,0,0,0,0,1,0,1,0,1
48209,"No place to stay, sleeping outside in the cold! Floodwaters contaminated our water supply, need purification! Food distribution center is empty, need immediate assistance!",0,0,1,0,0,0,0,0,1,0,1
48210,"Emergency responders can't charge equipment, need electricity! Hospital overcrowded, need more medical staff! Helicopter rescue required, no way to escape!",0,1,0,0,1,0,1,0,0,0,0
48212,"No radio signals, emergency response affected! No place to stay, sleeping outside in the cold! No soap or clean water, people getting sick!",1,0,0,0,0,0,0,1,1,0,0
48215,"Roads blocked, can't transport food and aid! No toilets, sanitation crisis happening! Our house was destroyed, need shelter urgently! People with chronic illnesses need immediate medication!",0,0,0,0,1,0,0,1,1,1,0
48217,"Floodwaters rising, we need evacuation now! We need canned food, baby formula, and clean drinking water! Running out of clean water, people are dehydrated! Airport shut down, supplies not reaching us!",0,0,1,0,0,0,1,0,0,1,1
48218,"Evacuation centers are full, more shelter required! Hunger crisis here, send food packages urgently! People are trapped, rescue teams needed!",0,0,1,0,0,0,1,0,1,0,0
48220,"No place to stay, sleeping outside in the cold! We need canned food, baby formula, and clean drinking water! No radio signals, emergency response affected! Urgent: Clean water required for survival!",1,0,1,0,0,0,0,0,1,0,1
48222,"Power lines down, no electricity in the area! Lost contact with loved ones, any updates? Helicopter rescue required, no way to escape! Urgent need for antibiotics and painkillers!",1,1,0,0,1,0,1,0,0,0,0
48223,"Families are starving, emergency food needed! Hygiene kits needed to prevent disease spread! We need bottled water and filtration kits!",0,0,1,0,0,0,0,1,0,0,1
48224,"Sewage leaking, risk of outbreak! Our house was destroyed, need shelter urgently! No doctors or first aid available, please help!",0,0,0,0,1,0,0,1,1,0,0
48225,"People are trapped, rescue teams needed! We need canned food, baby formula, and clean drinking water! Water supply cut off, no drinking water available! Power lines down, no electricity in the area!",0,1,1,0,0,0,1,0,0,0,1
48226,"Power lines down, no electricity in the area! Bridges collapsed, can't access affected areas! Phone networks down, no way to call for help!",1,1,0,1,0,0,0,0,0,0,0
48228,"Water pipelines broken, supply disrupted! Water supply cut off, no drinking water available! Hygiene kits needed to prevent disease spread! No place to stay, sleeping outside in the cold!",0,0,0,1,0,0,0,1,1,0,1
48232,"Roads destroyed, blocking aid transport! No way to evacuate, transport needed urgently! Elderly and disabled stuck, urgent rescue help required!",0,0,0,1,0,0,1,0,0,1,0
48233,"No doctors or first aid available, please help! Hunger crisis here, send food packages urgently! Hospitals need power backup immediately!",0,1,1,0,1,0,0,0,0,0,0
48234,"Roads blocked, can't transport food and aid! Hygiene kits needed to prevent disease spread! Food distribution center is empty, need immediate assistance!",0,0,1,0,0,0,0,1,0,1,0
48235,"Need satellite phones for coordination! Urgent need for antibiotics and painkillers! Water supply cut off, no drinking water available! No power for days, need electricity restoration!",1,1,0,0,1,0,0,0,0,0,1
48237,"No doctors or first aid available, please help! Need satellite phones for coordination! No way to evacuate, transport needed urgently! Power lines down, no electricity in the area!",1,1,0,0,1,0,0,0,0,1,0
48238,"Elderly and disabled stuck, urgent rescue help required! Families with children need safe shelters! Lost contact with loved ones, any updates? Sewage leaking, risk of outbreak!",1,0,0,0,0,0,1,1,1,0,0
48240,"We need tents and blankets, it's freezing! Roads destroyed, blocking aid transport! Hospitals need power backup immediately!",0,1,0,1,0,0,0,0,1,0,0
48241,"No doctors or first aid available, please help! Elderly and disabled stuck, urgent rescue help required! Our house was destroyed, need shelter urgently! We need canned food, baby formula, and clean drinking water!",0,0,1,0,1,0,1,0,1,0,0
48242,"Floodwaters contaminated our water supply, need purification! People with chronic illnesses need immediate medication! No place to stay, sleeping outside in the cold! Generators running out of fuel, shelters in darkness!",0,1,0,0,1,0,0,0,1,0,1
48245,"No place to stay, sleeping outside in the cold! Bridge collapsed, need alternative routes! Floodwaters contaminated our water supply, need purification! Buildings unstable, engineers needed for inspection!",0,0,0,1,0,0,0,0,1,1,1
48247,"Hunger crisis here, send food packages urgently! No toilets, sanitation crisis happening! Floodwaters contaminated our water supply, need purification! Bridge collapsed, need alternative routes!",0,0,1,0,0,0,0,1,0,1,1
48250,"Evacuation centers are full, more shelter required! Water supply cut off, no drinking water available! Sewage leaking, risk of outbreak!",0,0,0,0,0,0,0,1,1,0,1
48251,"Emergency responders can't charge equipment, need electricity! Need satellite phones for coordination! Bridges collapsed, can't access affected areas! Hygiene kits needed to prevent disease spread!",1,1,0,1,0,0,0,1,0,0,0
48252,"Water pipelines broken, supply disrupted! Garbage piling up, need sanitation workers now! No way to evacuate, transport needed urgently! People are trapped, rescue teams needed!",0,0,0,1,0,0,1,1,0,1,0
48253,"Emergency responders can't charge equipment, need electricity! Food distribution center is empty, need immediate assistance! Bridge collapsed, need alternative routes!",0,1,1,0,0,0,0,0,0,1,0
48255,"Water supply cut off, no drinking water available! We need tents and blankets, it's freezing! Helicopter rescue required, no way to escape! Generators running out of fuel, shelters in darkness!",0,1,0,0,0,0,1,0,1,0,1
48258,"Urgent need for antibiotics and painkillers! Power lines down, no electricity in the area! Elderly and disabled stuck, urgent rescue help required! Water supply cut off, no drinking water available!",0,1,0,0,1,0,1,0,0,0,1
48260,"Need satellite phones for coordination! Helicopter rescue required, no way to escape! Floodwaters contaminated our water supply, need purification! Buildings unstable, engineers needed for inspection!",1,0,0,1,0,0,1,0,0,0,1
48261,"People with chronic illnesses need immediate medication! Hospitals need power backup immediately! Sewage leaking, risk of outbreak!",0,1,0,0,1,0,0,1,0,0,0
48262,"Families with children need safe shelters! Bridge collapsed, need alternative routes! We need canned food, baby formula, and clean drinking water!",0,0,1,0,0,0,0,0,1,1,0
